BatchID,Accuracy,Precision,Recall,CumulativeAccuracy
244,0.7,0.7666666666666666,0.7,0.6687584043030032
245,0.625,0.5416666666666666,0.625,0.668602054488611
246,0.625,1.0,0.625,0.6684468179795282
247,0.6,0.6666666666666667,0.6,0.6681435533894551
248,0.8333333333333334,0.8472222222222222,0.8333333333333334,0.6690171881886293
249,0.5555555555555556,0.75,0.5555555555555556,0.6685689201053556
250,1.0,1.0,1.0,0.6697287839020123
251,1.0,0.9999999999999999,0.9999999999999999,0.6707370257304841
252,0.5555555555555556,0.7555555555555555,0.5555555555555556,0.6702867072111207
253,0.5,0.65,0.5,0.6696969696969697
254,0.5,0.8541666666666666,0.5,0.6691113028472822
255,0.7777777777777778,0.9074074074074074,0.7777777777777778,0.6695315857327031
256,0.9090909090909091,0.9272727272727275,0.9090909090909092,0.6706586826347305
257,0.75,0.7777777777777778,0.75,0.671063829787234
258,0.875,0.9375,0.875,0.6717557251908397
259,0.375,0.5,0.375,0.6707523245984784
260,0.8888888888888888,0.8333333333333333,0.8888888888888888,0.671578947368421
261,0.5555555555555556,0.462962962962963,0.5555555555555556,0.6711409395973155
262,0.6666666666666666,0.7222222222222221,0.6666666666666667,0.6711241119933138
263,0.6666666666666666,1.0,0.6666666666666666,0.6711129637348895
264,0.8571428571428571,0.7619047619047619,0.8571428571428571,0.6716541978387365
265,1.0,1.0,1.0,0.6721991701244814
266,1.0,0.9999999999999999,0.9999999999999999,0.6731485312370707
267,0.7777777777777778,0.7777777777777777,0.7777777777777777,0.6735366859027205
268,0.5,0.4,0.5,0.6729663105998357
269,0.5714285714285714,0.47619047619047616,0.5714285714285714,0.6726751331421549
270,0.7142857142857143,0.8333333333333333,0.7142857142857142,0.6727941176470589
271,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.671957671957672
272,0.8,0.8583333333333334,0.7999999999999999,0.6724766923388731
273,0.875,0.9166666666666666,0.875,0.6731313131313131
274,0.875,0.9166666666666666,0.875,0.6737817156665324
275,0.8571428571428571,0.8928571428571428,0.8571428571428571,0.6742971887550201
276,0.375,0.4166666666666667,0.375,0.6733386709367494
277,0.6,0.7166666666666668,0.6000000000000001,0.6730462519936204
278,1.0,1.0,1.0,0.6733067729083665
279,0.8571428571428571,0.9285714285714286,0.857142857142857,0.6738180373460468
280,0.6666666666666666,0.8148148148148148,0.6666666666666666,0.6737925574030087
281,0.9,0.9500000000000001,0.9000000000000001,0.6746845425867508
282,0.8333333333333334,0.8541666666666667,0.8333333333333333,0.6754317111459969
283,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.675
284,0.75,0.75,0.75,0.6752336448598131
285,0.5,0.625,0.5,0.6746894409937888
286,0.7777777777777778,0.8148148148148148,0.7777777777777777,0.6750483558994197
287,0.7,0.7799999999999999,0.7,0.6751445086705202
288,0.5,0.7333333333333334,0.5,0.6743383199079401
289,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6739463601532567
290,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.672782874617737
291,0.5555555555555556,0.7407407407407407,0.5555555555555556,0.6723809523809524
292,0.75,0.75,0.75,0.6726167869350551
293,0.5,0.8200000000000001,0.5,0.6719636776390465
294,0.625,0.78125,0.625,0.6718219539796303
295,0.5714285714285714,0.7142857142857142,0.5714285714285714,0.6715575620767494
296,0.75,0.85,0.75,0.6717929482370593
297,0.7142857142857143,0.857142857142857,0.7142857142857142,0.6719042274597831
298,0.75,0.9166666666666667,0.75,0.6721372622155912
299,0.625,0.7291666666666666,0.625,0.6719970249163257
300,0.5,0.875,0.5,0.671486837226548
301,0.625,0.7083333333333333,0.625,0.6713493530499076
302,0.2,0.8,0.2,0.670479704797048
303,0.375,0.625,0.375,0.6696100073583517
304,0.9,0.925,0.9000000000000001,0.6704545454545454
305,0.5,0.6041666666666667,0.5,0.6699561403508771
306,0.8571428571428571,0.7619047619047619,0.8571428571428571,0.6704338315712723
307,0.7142857142857143,0.857142857142857,0.7142857142857142,0.6705454545454546
308,0.75,0.875,0.75,0.6707759245830311
309,0.5,0.5416666666666666,0.5,0.6702819956616052
310,0.5714285714285714,0.41428571428571426,0.5714285714285714,0.6700324558240173
311,0.8571428571428571,0.9047619047619048,0.857142857142857,0.6705035971223021
312,0.8888888888888888,0.8055555555555556,0.8888888888888888,0.6712083183936894
313,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.6706008583690987
314,1.0,0.9999999999999999,0.9999999999999999,0.6714234748483767
315,0.6521739130434783,0.6427118171683389,0.6521739130434783,0.6711126711126711
316,0.5,0.5562499999999999,0.5,0.6701570680628273
317,0.7777777777777778,0.9166666666666667,0.7777777777777777,0.6704940848990953
318,0.8571428571428571,0.7380952380952381,0.8571428571428572,0.6709475876431794
319,0.875,0.90625,0.875,0.6715126341294566
320,0.75,0.875,0.75,0.6717293752157404
321,0.5555555555555556,0.7777777777777778,0.5555555555555556,0.6713695801789401
322,0.5,0.75,0.5,0.6711340206185566
323,0.4166666666666667,0.425,0.41666666666666663,0.6700889801505818
324,0.8,0.9333333333333333,0.8,0.6705320600272852
325,0.9230769230769231,0.9487179487179488,0.9230769230769231,0.6716468590831919
326,0.5833333333333334,0.6944444444444444,0.5833333333333333,0.6712884680419344
327,0.8888888888888888,0.9444444444444444,0.8888888888888888,0.6719487525286582
328,0.5714285714285714,0.6071428571428572,0.5714285714285714,0.6717120753447696
329,0.5,0.5416666666666666,0.5,0.6712512579671251
330,0.7,0.8,0.7,0.6713473754597125
331,0.7142857142857143,0.9047619047619047,0.7142857142857142,0.671447631754503
332,1.0,1.0,1.0,0.6722129783693843
333,0.8,0.8999999999999999,0.8,0.6724252491694352
